;DIA;MES;AÑO;MUESTREO;CULTIVAR;VARIEDAD;PORTAINJERTO;REPETICION;CODIGO;EVALUADO;HUEVO ACARO HINDU;ADULTO ACARO HINDU;OTROS ACAROS;AFIDOS;MHC;HOJAS MINADAS;TOTAL HOJAS BROTE;ESCAMAS;MOSCA BLANCA;OBSERVACIONES
3;2;10;2018;M44;Mandarina;M.Arrayana;CPB4475;3;12;H2;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Mandarina;M.Arrayana;CPB4475;3;12;H3;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Mandarina;M.Arrayana;CPB4475;3;12;H4;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Mandarina;FairChild;CPB4475;1;13;B1;;NA;NA;1;0;0;9;;NA;
1;2;10;2018;M44;Mandarina;FairChild;CPB4475;1;13;B2;;NA;NA;1;0;0;10;;NA;
1;2;10;2018;M44;Mandarina;FairChild;CPB4475;1;13;H1;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Mandarina;FairChild;CPB4475;1;13;H2;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Mandarina;FairChild;CPB4475;1;13;H3;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Mandarina;FairChild;CPB4475;1;13;H4;;0;1;NA;1;NA;NA;NA;0;
2;2;10;2018;M44;Mandarina;FairChild;CPB4475;2;13;B1;;NA;NA;1;0;0;11;;NA;
2;2;10;2018;M44;Mandarina;FairChild;CPB4475;2;13;B2;;NA;NA;1;0;0;9;;NA;
2;2;10;2018;M44;Mandarina;FairChild;CPB4475;2;13;H1;;0;1;NA;0;NA;NA;1;0;
2;2;10;2018;M44;Mandarina;FairChild;CPB4475;2;13;H2;;0;1;NA;1;NA;NA;NA;0;
2;2;10;2018;M44;Mandarina;FairChild;CPB4475;2;13;H3;;0;1;NA;1;NA;NA;NA;0;
2;2;10;2018;M44;Mandarina;FairChild;CPB4475;2;13;H4;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Mandarina;FairChild;CPB4475;3;13;B1;;NA;NA;1;1;1;3;;NA;
3;2;10;2018;M44;Mandarina;FairChild;CPB4475;3;13;B2;;NA;NA;1;1;1;3;;NA;
3;2;10;2018;M44;Mandarina;FairChild;CPB4475;3;13;H1;;0;1;NA;1;NA;NA;NA;0;
3;2;10;2018;M44;Mandarina;FairChild;CPB4475;3;13;H2;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Mandarina;FairChild;CPB4475;3;13;H3;;3;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Mandarina;FairChild;CPB4475;3;13;H4;;11;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Limón;Eureka;CPB4475;1;14;H1;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Limón;Eureka;CPB4475;1;14;H2;;0;1;NA;1;NA;NA;NA;0;
1;2;10;2018;M44;Limón;Eureka;CPB4475;1;14;H3;;0;1;NA;1;NA;NA;NA;0;
1;2;10;2018;M44;Limón;Eureka;CPB4475;1;14;H4;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Limón;Eureka;CPB4475;2;14;H1;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Limón;Eureka;CPB4475;2;14;H2;;1;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Limón;Eureka;CPB4475;2;14;H3;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Limón;Eureka;CPB4475;2;14;H4;;0;1;NA;1;NA;NA;NA;0;
3;2;10;2018;M44;Limón;Eureka;CPB4475;3;14;H1;;0;1;NA;1;NA;NA;NA;0;
3;2;10;2018;M44;Limón;Eureka;CPB4475;3;14;H2;;0;1;NA;1;NA;NA;NA;0;
3;2;10;2018;M44;Limón;Eureka;CPB4475;3;14;H3;;0;1;NA;1;NA;NA;NA;0;
3;2;10;2018;M44;Limón;Eureka;CPB4475;3;14;H4;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Limón;Eureka;CPB4475;1;14;B1;;NA;NA;NA;NA;NA;NA;;NA;
1;2;10;2018;M44;Limón;Eureka;CPB4475;1;14;B2;;NA;NA;NA;NA;NA;NA;;NA;
2;2;10;2018;M44;Limón;Eureka;CPB4475;2;14;B1;;NA;NA;NA;NA;NA;NA;;NA;
2;2;10;2018;M44;Limón;Eureka;CPB4475;2;14;B2;;NA;NA;NA;NA;NA;NA;;NA;
3;2;10;2018;M44;Limón;Eureka;CPB4475;3;14;B1;;NA;NA;NA;NA;NA;NA;;NA;
3;2;10;2018;M44;Limón;Eureka;CPB4475;3;14;B2;;NA;NA;NA;NA;NA;NA;;NA;
1;2;10;2018;M44;Limón;Perrine;CPB4475;1;15;B1;;NA;NA;1;0;0;9;;NA;
1;2;10;2018;M44;Limón;Perrine;CPB4475;1;15;B2;;NA;NA;1;0;0;10;;NA;
2;2;10;2018;M44;Limón;Perrine;CPB4475;2;15;B1;;NA;NA;1;0;0;11;;NA;
2;2;10;2018;M44;Limón;Perrine;CPB4475;2;15;B2;;NA;NA;1;0;0;9;;NA;
3;2;10;2018;M44;Limón;Perrine;CPB4475;3;15;B1;;NA;NA;1;0;0;8;;NA;
3;2;10;2018;M44;Limón;Perrine;CPB4475;3;15;B2;;NA;NA;1;0;0;8;;NA;
1;2;10;2018;M44;Limón;Perrine;CPB4475;1;15;H1;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Limón;Perrine;CPB4475;1;15;H2;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Limón;Perrine;CPB4475;1;15;H3;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Limón;Perrine;CPB4475;1;15;H4;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Limón;Perrine;CPB4475;2;15;H1;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Limón;Perrine;CPB4475;2;15;H2;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Limón;Perrine;CPB4475;2;15;H3;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Limón;Perrine;CPB4475;2;15;H4;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Limón;Perrine;CPB4475;3;15;H1;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Limón;Perrine;CPB4475;3;15;H2;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Limón;Perrine;CPB4475;3;15;H3;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Limón;Perrine;CPB4475;3;15;H4;;3;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Limón;L.Pajarito;CPB4475;1;16;B1;;NA;NA;NA;NA;NA;NA;;NA;
1;2;10;2018;M44;Limón;L.Pajarito;CPB4475;1;16;B2;;NA;NA;NA;NA;NA;NA;;NA;
2;2;10;2018;M44;Limón;L.Pajarito;CPB4475;2;16;B1;;NA;NA;1;0;0;12;;NA;
2;2;10;2018;M44;Limón;L.Pajarito;CPB4475;2;16;B2;;NA;NA;NA;NA;NA;NA;;NA;
3;2;10;2018;M44;Limón;L.Pajarito;CPB4475;3;16;B1;;NA;NA;1;0;0;9;;NA;
3;2;10;2018;M44;Limón;L.Pajarito;CPB4475;3;16;B2;;NA;NA;1;0;0;12;;NA;
1;2;10;2018;M44;Limón;L.Pajarito;CPB4475;1;16;H1;;0;1;NA;1;NA;NA;NA;0;
1;2;10;2018;M44;Limón;L.Pajarito;CPB4475;1;16;H2;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Limón;L.Pajarito;CPB4475;1;16;H3;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Limón;L.Pajarito;CPB4475;1;16;H4;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Limón;L.Pajarito;CPB4475;2;16;H1;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Limón;L.Pajarito;CPB4475;2;16;H2;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Limón;L.Pajarito;CPB4475;2;16;H3;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Limón;L.Pajarito;CPB4475;2;16;H4;;0;1;NA;1;NA;NA;NA;0;
3;2;10;2018;M44;Limón;L.Pajarito;CPB4475;3;16;H1;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Limón;L.Pajarito;CPB4475;3;16;H2;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Limón;L.Pajarito;CPB4475;3;16;H3;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Limón;L.Pajarito;CPB4475;3;16;H4;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;PeradelRio;SxE;1;17;B1;;NA;NA;1;0;0;9;;NA;
1;2;10;2018;M44;Naranja;PeradelRio;SxE;1;17;B2;;NA;NA;1;0;0;12;;NA;
1;2;10;2018;M44;Naranja;PeradelRio;SxE;1;17;H1;;0;1;NA;1;NA;NA;1;0;
1;2;10;2018;M44;Naranja;PeradelRio;SxE;1;17;H2;;2;1;NA;1;NA;NA;1;0;
1;2;10;2018;M44;Naranja;PeradelRio;SxE;1;17;H3;;1;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;PeradelRio;SxE;1;17;H4;;2;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;PeradelRio;SxE;2;17;B1;;NA;NA;1;0;0;12;;NA;
2;2;10;2018;M44;Naranja;PeradelRio;SxE;2;17;B2;;NA;NA;1;0;0;14;;NA;
2;2;10;2018;M44;Naranja;PeradelRio;SxE;2;17;H1;;0;1;NA;0;NA;NA;1;0;
2;2;10;2018;M44;Naranja;PeradelRio;SxE;2;17;H2;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;PeradelRio;SxE;2;17;H3;;2;1;NA;1;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;PeradelRio;SxE;2;17;H4;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;PeradelRio;SxE;3;17;B1;;NA;NA;NA;NA;NA;NA;;NA;
3;2;10;2018;M44;Naranja;PeradelRio;SxE;3;17;B2;;NA;NA;NA;NA;NA;NA;;NA;
3;2;10;2018;M44;Naranja;PeradelRio;SxE;3;17;H1;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;PeradelRio;SxE;3;17;H2;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;PeradelRio;SxE;3;17;H3;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;PeradelRio;SxE;3;17;H4;;0;1;NA;1;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;Lannelate;SxE;1;18;B1;;NA;NA;1;0;0;7;;NA;
1;2;10;2018;M44;Naranja;Lannelate;SxE;1;18;B2;;NA;NA;1;0;0;12;;NA;
1;2;10;2018;M44;Naranja;Lannelate;SxE;1;18;H1;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;Lannelate;SxE;1;18;H2;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;Lannelate;SxE;1;18;H3;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;Lannelate;SxE;1;18;H4;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;Lannelate;SxE;2;18;B1;;NA;NA;1;0;0;11;;NA;
2;2;10;2018;M44;Naranja;Lannelate;SxE;2;18;B2;;NA;NA;1;0;0;8;;NA;
2;2;10;2018;M44;Naranja;Lannelate;SxE;2;18;H1;;0;1;NA;1;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;Lannelate;SxE;2;18;H2;;0;1;NA;1;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;Lannelate;SxE;2;18;H3;;0;1;NA;1;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;Lannelate;SxE;2;18;H4;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;Lannelate;SxE;3;18;B1;;NA;NA;1;0;0;4;;NA;
3;2;10;2018;M44;Naranja;Lannelate;SxE;3;18;B2;;NA;NA;1;0;0;8;;NA;
3;2;10;2018;M44;Naranja;Lannelate;SxE;3;18;H1;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;Lannelate;SxE;3;18;H2;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;Lannelate;SxE;3;18;H3;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;Lannelate;SxE;3;18;H4;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;Hamlin;SxE;1;19;B1;;NA;NA;1;0;0;14;;NA;
1;2;10;2018;M44;Naranja;Hamlin;SxE;1;19;B2;;NA;NA;1;0;0;16;;NA;
1;2;10;2018;M44;Naranja;Hamlin;SxE;1;19;H1;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;Hamlin;SxE;1;19;H2;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;Hamlin;SxE;1;19;H3;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;Hamlin;SxE;1;19;H4;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;Hamlin;SxE;2;19;B1;;NA;NA;1;0;0;12;;NA;
2;2;10;2018;M44;Naranja;Hamlin;SxE;2;19;B2;;NA;NA;1;0;0;9;;NA;
2;2;10;2018;M44;Naranja;Hamlin;SxE;2;19;H1;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;Hamlin;SxE;2;19;H2;;0;1;NA;1;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;Hamlin;SxE;2;19;H3;;0;1;NA;1;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;Hamlin;SxE;2;19;H4;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;Hamlin;SxE;3;19;B1;;NA;NA;1;0;0;6;;NA;
3;2;10;2018;M44;Naranja;Hamlin;SxE;3;19;B2;;NA;NA;1;0;0;12;;NA;
3;2;10;2018;M44;Naranja;Hamlin;SxE;3;19;H1;;0;1;NA;1;NA;NA;1;0;
3;2;10;2018;M44;Naranja;Hamlin;SxE;3;19;H2;;0;1;NA;0;NA;NA;1;0;
3;2;10;2018;M44;Naranja;Hamlin;SxE;3;19;H3;;0;2;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;Hamlin;SxE;3;19;H4;;0;1;NA;1;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;ParsonBrown;SxE;1;20;B1;;NA;NA;1;0;0;7;;NA;
1;2;10;2018;M44;Naranja;ParsonBrown;SxE;1;20;B2;;NA;NA;1;0;0;9;;NA;
1;2;10;2018;M44;Naranja;ParsonBrown;SxE;1;20;H1;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;ParsonBrown;SxE;1;20;H2;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;ParsonBrown;SxE;1;20;H3;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;ParsonBrown;SxE;1;20;H4;;1;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;ParsonBrown;SxE;2;20;B1;;NA;NA;1;0;0;12;;NA;
2;2;10;2018;M44;Naranja;ParsonBrown;SxE;2;20;B2;;NA;NA;1;0;0;8;;NA;
2;2;10;2018;M44;Naranja;ParsonBrown;SxE;2;20;H1;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;ParsonBrown;SxE;2;20;H2;;0;1;NA;1;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;ParsonBrown;SxE;2;20;H3;;0;1;NA;1;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;ParsonBrown;SxE;2;20;H4;;1;1;NA;1;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;ParsonBrown;SxE;3;20;B1;;NA;NA;1;0;0;9;;NA;
3;2;10;2018;M44;Naranja;ParsonBrown;SxE;3;20;B2;;NA;NA;1;0;0;13;;NA;
3;2;10;2018;M44;Naranja;ParsonBrown;SxE;3;20;H1;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;ParsonBrown;SxE;3;20;H2;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;ParsonBrown;SxE;3;20;H3;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;ParsonBrown;SxE;3;20;H4;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;Pinneapple;SxE;1;21;B1;;NA;NA;NA;NA;NA;NA;;NA;
1;2;10;2018;M44;Naranja;Pinneapple;SxE;1;21;B2;;NA;NA;NA;NA;NA;NA;;NA;
1;2;10;2018;M44;Naranja;Pinneapple;SxE;1;21;H1;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;Pinneapple;SxE;1;21;H2;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;Pinneapple;SxE;1;21;H3;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;Pinneapple;SxE;1;21;H4;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;Pinneapple;SxE;2;21;B1;;NA;NA;1;0;0;9;;NA;
2;2;10;2018;M44;Naranja;Pinneapple;SxE;2;21;B2;;NA;NA;1;0;0;8;;NA;
2;2;10;2018;M44;Naranja;Pinneapple;SxE;2;21;H1;;0;1;NA;0;NA;NA;1;0;
2;2;10;2018;M44;Naranja;Pinneapple;SxE;2;21;H2;;1;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;Pinneapple;SxE;2;21;H3;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;Pinneapple;SxE;2;21;H4;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;Pinneapple;SxE;3;21;B1;;NA;NA;1;0;0;7;;NA;
3;2;10;2018;M44;Naranja;Pinneapple;SxE;3;21;B2;;NA;NA;1;0;0;9;;NA;
3;2;10;2018;M44;Naranja;Pinneapple;SxE;3;21;H1;;0;1;NA;1;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;Pinneapple;SxE;3;21;H2;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;Pinneapple;SxE;3;21;H3;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;Pinneapple;SxE;3;21;H4;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;V.Washington;SxE;1;22;B1;;NA;NA;NA;NA;NA;NA;;NA;
1;2;10;2018;M44;Naranja;V.Washington;SxE;1;22;B2;;NA;NA;NA;NA;NA;NA;;NA;
1;2;10;2018;M44;Naranja;V.Washington;SxE;1;22;H1;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;V.Washington;SxE;1;22;H2;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;V.Washington;SxE;1;22;H3;;0;1;NA;1;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;V.Washington;SxE;1;22;H4;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;V.Washington;SxE;2;22;B1;;NA;NA;1;0;0;14;;NA;
2;2;10;2018;M44;Naranja;V.Washington;SxE;2;22;B2;;NA;NA;1;0;0;14;;NA;
2;2;10;2018;M44;Naranja;V.Washington;SxE;2;22;H1;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;V.Washington;SxE;2;22;H2;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;V.Washington;SxE;2;22;H3;;1;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;V.Washington;SxE;2;22;H4;;7;1;NA;1;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;V.Washington;SxE;3;22;B1;;NA;NA;1;0;0;12;;NA;
3;2;10;2018;M44;Naranja;V.Washington;SxE;3;22;B2;;NA;NA;1;0;0;13;;NA;
3;2;10;2018;M44;Naranja;V.Washington;SxE;3;22;H1;;0;1;NA;1;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;V.Washington;SxE;3;22;H2;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;V.Washington;SxE;3;22;H3;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;V.Washington;SxE;3;22;H4;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;Sweety O;SxE;1;23;B1;;NA;NA;NA;NA;NA;NA;;NA;
1;2;10;2018;M44;Naranja;Sweety O;SxE;1;23;B2;;NA;NA;NA;NA;NA;NA;;NA;
1;2;10;2018;M44;Naranja;Sweety O;SxE;1;23;H1;;0;1;NA;1;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;Sweety O;SxE;1;23;H2;;0;1;NA;1;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;Sweety O;SxE;1;23;H3;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;Sweety O;SxE;1;23;H4;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;Sweety O;SxE;2;23;B1;;NA;NA;NA;NA;NA;NA;;NA;
2;2;10;2018;M44;Naranja;Sweety O;SxE;2;23;B2;;NA;NA;NA;NA;NA;NA;;NA;
2;2;10;2018;M44;Naranja;Sweety O;SxE;2;23;H1;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;Sweety O;SxE;2;23;H2;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;Sweety O;SxE;2;23;H3;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;Sweety O;SxE;2;23;H4;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;Sweety O;SxE;3;23;B1;;NA;NA;NA;NA;NA;NA;;NA;
3;2;10;2018;M44;Naranja;Sweety O;SxE;3;23;B2;;NA;NA;NA;NA;NA;NA;;NA;
3;2;10;2018;M44;Naranja;Sweety O;SxE;3;23;H1;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;Sweety O;SxE;3;23;H2;;0;1;NA;1;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;Sweety O;SxE;3;23;H3;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;Sweety O;SxE;3;23;H4;;2;1;NA;1;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;FrostValencia;SxE;1;24;B1;;NA;NA;1;0;0;14;;NA;
1;2;10;2018;M44;Naranja;FrostValencia;SxE;1;24;B2;;NA;NA;1;0;0;8;;NA;
1;2;10;2018;M44;Naranja;FrostValencia;SxE;1;24;H1;;0;1;NA;0;NA;NA;1;0;
1;2;10;2018;M44;Naranja;FrostValencia;SxE;1;24;H2;;0;1;NA;0;NA;NA;1;0;
1;2;10;2018;M44;Naranja;FrostValencia;SxE;1;24;H3;;0;1;NA;1;NA;NA;1;0;
1;2;10;2018;M44;Naranja;FrostValencia;SxE;1;24;H4;;0;1;NA;1;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;FrostValencia;SxE;2;24;B1;;NA;NA;1;0;0;12;;NA;
2;2;10;2018;M44;Naranja;FrostValencia;SxE;2;24;B2;;NA;NA;1;0;0;4;;NA;
2;2;10;2018;M44;Naranja;FrostValencia;SxE;2;24;H1;;0;1;NA;1;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;FrostValencia;SxE;2;24;H2;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;FrostValencia;SxE;2;24;H3;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;FrostValencia;SxE;2;24;H4;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;FrostValencia;SxE;3;24;B1;;NA;NA;NA;NA;NA;NA;;NA;
3;2;10;2018;M44;Naranja;FrostValencia;SxE;3;24;B2;;NA;NA;NA;NA;NA;NA;;NA;
3;2;10;2018;M44;Naranja;FrostValencia;SxE;3;24;H1;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;FrostValencia;SxE;3;24;H2;;0;1;NA;1;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;FrostValencia;SxE;3;24;H3;;0;1;NA;1;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;FrostValencia;SxE;3;24;H4;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;GarciaVal;SxE;1;25;B1;;NA;NA;1;0;0;10;;NA;
1;2;10;2018;M44;Naranja;GarciaVal;SxE;1;25;B2;;NA;NA;1;0;0;14;;NA;
1;2;10;2018;M44;Naranja;GarciaVal;SxE;1;25;H1;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;GarciaVal;SxE;1;25;H2;;1;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;GarciaVal;SxE;1;25;H3;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Naranja;GarciaVal;SxE;1;25;H4;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;GarciaVal;SxE;2;25;B1;;NA;NA;NA;NA;NA;NA;;NA;
2;2;10;2018;M44;Naranja;GarciaVal;SxE;2;25;B2;;NA;NA;NA;NA;NA;NA;;NA;
2;2;10;2018;M44;Naranja;GarciaVal;SxE;2;25;H1;;0;1;NA;1;NA;NA;1;0;
2;2;10;2018;M44;Naranja;GarciaVal;SxE;2;25;H2;;0;1;NA;1;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;GarciaVal;SxE;2;25;H3;;0;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Naranja;GarciaVal;SxE;2;25;H4;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;GarciaVal;SxE;3;25;B1;;NA;NA;1;0;0;9;;NA;
3;2;10;2018;M44;Naranja;GarciaVal;SxE;3;25;B2;;NA;NA;1;0;0;12;;NA;
3;2;10;2018;M44;Naranja;GarciaVal;SxE;3;25;H1;;7;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;GarciaVal;SxE;3;25;H2;;0;1;NA;0;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;GarciaVal;SxE;3;25;H3;;0;1;NA;1;NA;NA;NA;0;
3;2;10;2018;M44;Naranja;GarciaVal;SxE;3;25;H4;;0;1;NA;1;NA;NA;NA;0;
1;2;10;2018;M44;Mandarina;M.Oneco;SxE;1;26;B1;;NA;NA;NA;NA;NA;NA;;NA;
1;2;10;2018;M44;Mandarina;M.Oneco;SxE;1;26;B2;;NA;NA;NA;NA;NA;NA;;NA;
1;2;10;2018;M44;Mandarina;M.Oneco;SxE;1;26;H1;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Mandarina;M.Oneco;SxE;1;26;H2;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Mandarina;M.Oneco;SxE;1;26;H3;;0;1;NA;0;NA;NA;NA;0;
1;2;10;2018;M44;Mandarina;M.Oneco;SxE;1;26;H4;;3;1;NA;0;NA;NA;NA;0;
2;2;10;2018;M44;Mandarina;M.Oneco;SxE;2;26;B1;;NA;NA;1;0;0;9;;NA;
